transaction_id,transactional_date,product_id,customer_id,payments,credit_card,loyalty_card,cost,quantity,price
2453,22-11-2021 21:25,P0312,4,visa,4.04159E+15,F,17.43,2,18.49
2455,23-11-2021 01:37,P0660,7,mastercard,5.10875E+15,F,5.83,5,7.09
2456,23-11-2021 02:42,P0285,5,americanexpress,3.74289E+14,F,2.73,2,3.79
2457,23-11-2021 03:19,P0687,3,mastercard,5.10875E+15,F,16.69,2,18.09
2458,23-11-2021 05:42,P0457,5,visa,4.04159E+15,F,2.02,2,2.59
2459,23-11-2021 06:49,P0459,6,,3.57605E+15,T,8.82,2,10.09
2460,23-11-2021 08:11,P0194,6,mastercard,5.04838E+15,F,10.82,1,11.59
2461,23-11-2021 12:19,P0193,6,visa,4.04159E+15,F,18.76,2,20.69
2462,23-11-2021 14:04,P0336,10,mastercard,5.04837E+15,F,8.17,6,8.89
2463,23-11-2021 18:30,P0259,4,americanexpress,3.74283E+14,F,5.21,4,5.99
2464,23-11-2021 22:07,P0164,5,,3.56782E+15,T,18.98,3,20.99
2465,23-11-2021 23:51,P0357,9,visa,4.0416E+12,T,3.34,1,4.49
2466,24-11-2021 00:08,P0021,5,visa,4.0416E+12,F,14.13,2,14.89
2467,24-11-2021 00:59,P0162,7,,3.53169E+15,F,18.21,1,19.99
2468,24-11-2021 01:24,P0171,6,mastercard,5.04838E+15,T,5.57,4,6.69
2469,24-11-2021 06:27,P0301,8,visa,4.0416E+15,F,15.18,1,16.79
2470,24-11-2021 07:05,P0180,8,mastercard,5.10876E+15,F,19.25,1,21.19
2471,24-11-2021 08:03,P0278,4,mastercard,5.04838E+15,T,13.24,1,14.69
2472,24-11-2021 08:25,P0131,7,visa,4.04159E+12,F,11.71,1,12.99
2473,24-11-2021 11:14,P0660,7,americanexpress,3.74288E+14,F,5.83,1,7.09
2474,24-11-2021 13:43,P0102,4,americanexpress,3.74288E+14,F,16.26,2,17.99
2475,24-11-2021 17:11,P0008,5,visa,4.04159E+15,F,13.59,5,14.79
2476,24-11-2021 17:21,P0272,6,americanexpress,3.74283E+14,F,5.35,1,6.29
2477,24-11-2021 17:38,P0299,4,visa,4.04159E+15,F,13.5,1,14.79
2478,24-11-2021 21:15,P0051,6,mastercard,5.10875E+15,F,16.95,1,18.19
2479,25-11-2021 03:00,P0073,7,visa,4.04159E+15,F,15.31,5,16.99
2480,25-11-2021 03:16,P0580,6,mastercard,5.04837E+15,F,3.39,3,4.59
2481,25-11-2021 04:28,P0020,5,americanexpress,3.74289E+14,F,19.41,1,21.29
2482,25-11-2021 05:03,P0549,5,visa,4.0416E+12,F,16.85,1,18.19
2483,25-11-2021 08:00,P0498,8,visa,4.04159E+12,F,11.6,2,12.79
2484,25-11-2021 08:18,P0177,3,mastercard,5.04838E+15,F,7.63,1,8.29
2485,25-11-2021 09:55,P0305,4,americanexpress,3.74283E+14,F,8.74,1,9.99
2486,25-11-2021 12:49,P0545,2,americanexpress,3.74288E+14,F,6.62,2,7.89
2487,25-11-2021 14:24,P0294,3,visa,4.04159E+12,T,12.38,5,13.99
2488,25-11-2021 15:06,P0223,6,americanexpress,3.74284E+14,F,6.71,2,7.99
2489,25-11-2021 17:24,P0174,8,visa,4.04159E+12,F,2.25,1,2.99
2490,25-11-2021 17:50,P0289,6,visa,4.0416E+12,F,12.12,5,13.69
2491,25-11-2021 22:06,P0342,8,visa,4.0416E+15,F,18.73,2,20.69
2492,26-11-2021 00:34,P0185,8,visa,4.04159E+15,F,12.05,1,13.59
2493,26-11-2021 05:18,P0274,7,visa,4.04159E+15,F,11.65,4,12.89
2494,26-11-2021 07:39,P0456,6,mastercard,5.04838E+15,F,18.35,1,20.19
2495,26-11-2021 09:49,P0278,7,visa,4.04159E+12,F,13.24,1,14.69
2496,26-11-2021 11:54,P0467,6,mastercard,5.04837E+15,F,4.66,1,4.99
2497,26-11-2021 12:19,P0182,9,visa,4.0416E+12,F,9.85,2,11.29
2498,26-11-2021 18:16,P0487,9,mastercard,5.10876E+15,F,11.44,3,12.49
2499,26-11-2021 19:59,P0318,4,visa,4.04159E+15,T,6.76,1,7.99
2500,26-11-2021 23:00,P0400,4,americanexpress,3.74284E+14,F,6.39,1,7.69
2501,27-11-2021 03:29,P0446,5,visa,4.04159E+15,F,16.57,3,18.09
2502,27-11-2021 04:37,P0115,1,americanexpress,3.74288E+14,F,5.84,5,7.09
2503,27-11-2021 05:47,P0506,8,americanexpress,3.74283E+14,F,10.54,2,11.59
2504,27-11-2021 08:00,P0425,9,americanexpress,3.74284E+14,F,10.49,2,11.49
2505,27-11-2021 09:49,P0319,10,visa,4.0416E+15,T,3.51,2,4.69
2506,27-11-2021 12:17,P0094,7,visa,4.0416E+15,F,13.35,5,14.79
2507,27-11-2021 14:36,P0384,7,visa,4.0416E+15,T,4.83,4,5.19
2508,27-11-2021 16:43,P0492,4,mastercard,5.10875E+15,F,16.12,2,17.89
2509,27-11-2021 19:33,P0527,4,americanexpress,3.74283E+14,F,16.63,1,18.09
2510,27-11-2021 21:02,P0664,7,americanexpress,3.74289E+14,F,3.42,4,4.59
2511,27-11-2021 22:29,P0252,11,americanexpress,3.74288E+14,F,3.86,4,4.89
2512,28-11-2021 00:40,P0343,4,visa,4.04159E+12,F,3.66,2,4.79
2513,28-11-2021 00:49,P0433,7,mastercard,5.04838E+15,T,9.33,1,10.79
2514,28-11-2021 05:06,P0486,4,americanexpress,3.74288E+14,F,6.52,2,7.89
2515,28-11-2021 06:18,P0110,8,mastercard,5.04838E+15,F,14.28,3,15.19
2516,28-11-2021 09:39,P0456,6,visa,4.0416E+12,F,18.35,1,20.19
2517,28-11-2021 14:42,P0322,6,americanexpress,3.74289E+14,T,13.65,1,14.89
2518,28-11-2021 23:07,P0632,9,mastercard,5.10875E+15,F,7.68,2,8.29
2519,29-11-2021 01:38,P0152,7,mastercard,5.04837E+15,T,16.33,2,17.99
2520,29-11-2021 03:14,P0252,5,americanexpress,3.74284E+14,F,3.86,1,4.89
2521,29-11-2021 04:15,P0413,5,mastercard,5.04838E+15,F,7.35,2,8.19
2522,29-11-2021 04:44,P0614,6,mastercard,5.04838E+15,T,13.52,3,14.79
2523,29-11-2021 05:05,P0385,7,,4.91319E+15,F,13.22,2,14.69
2524,29-11-2021 06:08,P0533,4,mastercard,5.10875E+15,F,1.5,2,1.69
2525,29-11-2021 08:22,P0399,5,mastercard,5.04837E+15,F,9.83,4,11.29
2526,29-11-2021 08:50,P0489,6,americanexpress,3.74283E+14,F,8.46,2,9.49
2527,29-11-2021 13:13,P0053,4,americanexpress,3.74288E+14,F,0.33,1,1.29
2528,29-11-2021 16:01,P0556,9,mastercard,5.04838E+15,T,5.5,1,6.49
2529,29-11-2021 20:05,P0681,1,americanexpress,3.74284E+14,F,5.26,2,6.09
2530,30-11-2021 08:13,P0182,4,mastercard,5.04838E+15,F,9.85,1,11.29
2531,30-11-2021 09:02,P0255,6,americanexpress,3.74289E+14,F,18.85,3,20.79
2532,30-11-2021 10:30,P0460,7,visa,4.04159E+12,F,4.37,2,4.99
2533,30-11-2021 12:13,P0352,7,visa,4.04159E+15,F,2.04,2,2.59
2534,30-11-2021 13:00,P0444,9,visa,4.0416E+15,F,13.93,1,14.89
2535,30-11-2021 13:49,P0329,6,mastercard,5.10876E+15,F,3.45,1,4.59
2536,30-11-2021 14:00,P0274,9,visa,4.04159E+15,F,11.65,3,12.89
2537,30-11-2021 16:54,P0487,5,americanexpress,3.74284E+14,F,11.44,3,12.49
2538,01-12-2021 02:47,P0155,6,americanexpress,3.74289E+14,F,7.92,2,8.39
2539,01-12-2021 07:17,P0477,5,visa,4.0416E+12,F,2.19,3,2.89
2540,01-12-2021 08:31,P0568,3,visa,4.04159E+15,F,13.26,4,14.69
2541,01-12-2021 08:52,P0177,5,americanexpress,3.74283E+14,F,7.63,3,8.29
2542,01-12-2021 15:45,P0484,10,mastercard,5.10876E+15,F,10.9,3,11.59
2543,01-12-2021 16:37,P0372,7,visa,4.04159E+12,F,5.75,1,6.89
2544,01-12-2021 19:39,P0256,7,mastercard,5.10876E+15,F,2.08,1,2.69
2545,01-12-2021 19:53,P0499,6,americanexpress,3.74283E+14,F,16.3,4,17.99
2546,01-12-2021 22:33,P0561,6,mastercard,5.10875E+15,F,18.52,2,20.39
2547,01-12-2021 22:57,P0422,4,americanexpress,3.74288E+14,F,4.3,2,4.99
2548,02-12-2021 01:57,P0747,5,visa,4.04159E+15,F,14.79,1,16.19
2549,02-12-2021 02:02,P0592,7,mastercard,5.10875E+15,F,7.44,3,8.29
2550,02-12-2021 03:47,P0439,5,americanexpress,3.74289E+14,T,18.12,2,19.79
2551,02-12-2021 04:08,P0309,10,americanexpress,3.74284E+14,F,18.17,2,19.89
2552,02-12-2021 04:39,P0387,7,,3.55677E+15,F,4.99,1,5.59
2553,02-12-2021 05:49,P0441,5,mastercard,5.10876E+15,T,1.98,3,2.49
2554,02-12-2021 08:45,P0509,7,americanexpress,3.74289E+14,F,11.66,3,12.89
2555,02-12-2021 10:46,P0331,2,visa,4.0416E+12,F,15.79,2,17.59
2556,02-12-2021 12:39,P0486,9,visa,4.04159E+12,F,6.52,1,7.89
2557,02-12-2021 12:58,P0279,8,americanexpress,3.74288E+14,F,1.49,4,1.69
2558,02-12-2021 13:39,P0270,9,americanexpress,3.74289E+14,F,6.97,1,8.09
2559,02-12-2021 16:47,P0658,9,mastercard,5.04838E+15,F,2.92,3,4.09
2560,02-12-2021 19:10,P0176,5,visa,4.0416E+15,F,14.46,3,15.59
2561,02-12-2021 19:26,P0658,7,mastercard,5.10875E+15,F,2.92,2,4.09
2562,03-12-2021 01:43,P0399,7,mastercard,5.04838E+15,T,9.83,2,11.29
2563,03-12-2021 03:52,P0412,7,americanexpress,3.74289E+14,F,16.11,2,17.89
2564,03-12-2021 04:43,P0429,7,mastercard,5.04838E+15,F,0.78,1,1.59
2565,03-12-2021 07:26,P0180,4,americanexpress,3.74288E+14,F,19.25,3,21.19
2566,03-12-2021 08:11,P0710,7,americanexpress,3.74289E+14,F,4.36,2,4.99
2567,03-12-2021 10:51,P0209,8,visa,4.04159E+12,T,6.02,1,7.29
2568,03-12-2021 11:34,P0104,3,americanexpress,3.74289E+14,F,14.48,1,15.59
2569,03-12-2021 12:06,P0297,3,visa,4.0416E+12,F,17.82,4,19.29
2570,03-12-2021 12:35,P0263,6,americanexpress,3.74283E+14,F,2.27,2,3.09
2571,03-12-2021 13:53,P0280,7,mastercard,5.04838E+15,F,6.26,3,7.59
2572,03-12-2021 14:31,P0173,4,mastercard,5.10875E+15,F,0.93,1,1.59
2573,03-12-2021 16:02,P0309,5,visa,4.04159E+12,F,18.17,1,19.89
2574,03-12-2021 17:38,P0510,7,mastercard,5.04838E+15,F,9.35,1,10.89
2575,03-12-2021 18:10,P0217,8,americanexpress,3.74289E+14,T,14.96,3,16.49
2576,03-12-2021 23:27,P0556,6,mastercard,5.04838E+15,F,5.5,4,6.49
2577,04-12-2021 01:25,P0373,9,americanexpress,3.74289E+14,F,12.85,2,14.49
2578,04-12-2021 02:09,P0285,4,americanexpress,3.74283E+14,F,2.73,3,3.79
2579,04-12-2021 04:05,P0208,6,visa,4.0416E+12,F,4,3,4.89
2580,04-12-2021 05:23,P0387,6,americanexpress,3.74284E+14,F,4.99,1,5.59
2581,04-12-2021 06:05,P0172,5,mastercard,5.04837E+15,F,19.67,2,21.39
2582,04-12-2021 06:23,P0195,6,americanexpress,3.74284E+14,F,17.91,1,19.39
2583,04-12-2021 09:45,P0269,7,americanexpress,3.74288E+14,T,13.6,2,14.79
2584,04-12-2021 13:35,P0218,12,americanexpress,3.74284E+14,F,8.4,1,9.39
2585,04-12-2021 16:21,P0383,5,visa,4.04159E+12,F,12.53,1,14.19
2586,04-12-2021 16:40,P0549,6,mastercard,5.10876E+15,F,16.85,1,18.19
2587,04-12-2021 19:43,P0324,6,,6.75944E+16,F,4.58,2,4.99
2588,04-12-2021 20:57,P0283,7,mastercard,5.10875E+15,F,1.68,2,1.89
2589,05-12-2021 00:47,P0228,6,americanexpress,3.74289E+14,F,0.09,1,1.09
2590,05-12-2021 02:05,P0427,2,americanexpress,3.74288E+14,F,12.94,5,14.59
2591,05-12-2021 02:53,P0326,8,mastercard,5.04838E+15,F,12.66,1,14.29
2592,05-12-2021 04:21,P0323,7,mastercard,5.10875E+15,F,0.34,2,1.29
2593,05-12-2021 04:40,P0064,9,mastercard,5.10875E+15,F,0.98,3,1.59
2594,05-12-2021 06:56,P0372,5,visa,4.04159E+15,F,5.75,2,6.89
2595,05-12-2021 07:43,P0271,8,visa,4.04159E+15,F,15.16,1,16.79
2596,05-12-2021 10:40,P0658,5,americanexpress,3.74284E+14,T,2.92,2,4.09
2597,05-12-2021 11:01,P0744,3,americanexpress,3.74283E+14,F,7.42,1,8.29
2598,05-12-2021 14:53,P0439,8,americanexpress,3.74288E+14,T,18.12,3,19.79
2599,05-12-2021 21:54,P0166,4,visa,4.04159E+12,F,10.88,5,11.59
2600,06-12-2021 00:05,P0616,10,mastercard,5.10876E+15,F,11.41,4,12.39
2601,06-12-2021 04:21,P0637,5,americanexpress,3.74283E+14,T,15.32,3,17.09
2602,06-12-2021 04:36,P0241,6,mastercard,5.04838E+15,T,2.03,1,2.59
2603,06-12-2021 05:52,P0570,6,visa,4.04159E+12,F,2.32,3,3.19
2604,06-12-2021 09:15,P0109,11,americanexpress,3.74283E+14,F,2.82,2,3.99
2605,06-12-2021 09:45,P0480,6,visa,4.0416E+12,F,12.02,4,13.49
2606,06-12-2021 11:10,P0267,5,,6.75957E+18,F,13.36,3,14.79
2607,06-12-2021 11:35,P0023,7,mastercard,5.04838E+15,F,17.79,2,19.19
2608,06-12-2021 11:49,P0251,9,mastercard,5.04837E+15,F,2.11,1,2.79
2609,06-12-2021 12:48,P0642,8,visa,4.04159E+15,F,5.45,1,6.39
2610,06-12-2021 14:24,P0117,4,mastercard,5.04837E+15,T,8.82,1,10.09
2611,06-12-2021 16:11,P0361,6,visa,4.04159E+12,F,8.85,2,10.19
2612,06-12-2021 17:53,P0032,5,mastercard,5.04838E+15,T,5.52,1,6.59
2613,06-12-2021 18:03,P0097,6,americanexpress,3.74288E+14,F,9.91,1,11.29
2614,06-12-2021 18:12,P0125,3,mastercard,5.10876E+15,F,0.81,3,1.59
2615,06-12-2021 18:50,P0574,5,mastercard,5.04838E+15,F,9.21,1,10.69
2616,06-12-2021 22:29,P0376,4,mastercard,5.10876E+15,F,10.3,1,11.49
2617,06-12-2021 23:54,P0256,6,visa,4.04159E+12,F,2.08,1,2.69
2618,07-12-2021 00:27,P0177,5,americanexpress,3.74284E+14,F,7.63,5,8.29
2619,07-12-2021 00:46,P0164,2,americanexpress,3.74289E+14,F,18.98,2,20.99
2620,07-12-2021 00:58,P0452,6,mastercard,5.04838E+15,F,8.33,4,9.29
2621,07-12-2021 03:31,P0333,5,americanexpress,3.74288E+14,F,16.61,2,18.09
2622,07-12-2021 03:59,P0250,7,visa,4.04159E+15,F,16.08,2,17.89
2623,07-12-2021 04:39,P0375,5,visa,4.04159E+12,F,15.75,2,17.59
2624,07-12-2021 06:26,P0600,3,,2.01445E+14,F,7.38,2,8.29
2625,07-12-2021 07:54,P0115,10,visa,4.04159E+15,F,5.84,5,7.09
2626,07-12-2021 09:09,P0135,6,,4.84422E+15,F,2.03,2,2.59
2627,07-12-2021 09:16,P0297,10,americanexpress,3.74284E+14,F,17.82,1,19.29
2628,07-12-2021 09:55,P0453,8,visa,4.04159E+15,F,12.82,1,14.49
2629,07-12-2021 10:15,P0439,5,mastercard,5.10875E+15,F,18.12,2,19.79
2630,07-12-2021 10:22,P0318,9,mastercard,5.04837E+15,F,6.76,1,7.99
2631,07-12-2021 11:57,P0369,5,americanexpress,3.74283E+14,F,8.08,1,8.79
2632,07-12-2021 12:14,P0704,7,mastercard,5.10876E+15,F,13.67,1,14.89
2633,07-12-2021 15:33,P0673,7,visa,4.0416E+15,F,1.5,1,1.69
2634,07-12-2021 17:23,P0656,5,mastercard,5.10876E+15,F,12.94,5,14.59
2635,07-12-2021 23:08,P0331,8,visa,4.0416E+15,F,15.79,2,17.59
2636,08-12-2021 00:04,P0154,8,americanexpress,3.74289E+14,F,6.06,2,7.39
2637,08-12-2021 01:59,P0422,6,americanexpress,3.74288E+14,F,4.3,3,4.99
2638,08-12-2021 04:25,P0395,5,visa,4.0416E+15,F,2.55,1,3.59
2639,08-12-2021 06:25,P0382,4,visa,4.0416E+15,F,14.22,2,15.09
2640,08-12-2021 06:45,P0592,4,americanexpress,3.74284E+14,F,7.44,4,8.29
2641,08-12-2021 07:28,P0540,7,visa,4.0416E+12,F,18.72,4,20.69
2642,08-12-2021 07:59,P0549,5,americanexpress,3.74283E+14,F,16.85,5,18.19
2643,08-12-2021 12:17,P0043,9,,6.30404E+15,F,18.52,3,20.39
2644,08-12-2021 14:00,P0396,4,americanexpress,3.74283E+14,F,4.18,1,4.89
2645,08-12-2021 14:07,P0528,4,mastercard,5.04837E+15,F,0.62,3,1.49
2646,08-12-2021 16:05,P0137,7,visa,4.04159E+12,F,1.91,5,2.39
2647,08-12-2021 18:13,P0344,6,mastercard,5.10876E+15,F,9.86,1,11.29
2648,08-12-2021 19:45,P0510,6,americanexpress,3.74284E+14,T,9.35,1,10.89
2649,09-12-2021 03:41,P0324,6,mastercard,5.10875E+15,F,4.58,2,4.99
2650,09-12-2021 05:32,P0208,4,mastercard,5.04837E+15,F,4,1,4.89
2651,09-12-2021 05:35,P0423,3,mastercard,5.04837E+15,F,14.04,2,14.89
2652,09-12-2021 06:26,P0658,2,visa,4.04159E+15,F,2.92,2,4.09
2653,09-12-2021 06:50,P0340,6,mastercard,5.04838E+15,T,19.56,1,21.29
2654,09-12-2021 13:21,P0215,3,americanexpress,3.74288E+14,F,0.81,2,1.59
2655,09-12-2021 14:06,P0064,5,mastercard,5.04838E+15,F,0.98,3,1.59
2656,09-12-2021 20:00,P0276,3,mastercard,5.04837E+15,F,18.02,4,19.69
2657,09-12-2021 20:17,P0705,7,americanexpress,3.74288E+14,F,16.57,4,18.09
2658,09-12-2021 21:37,P0364,6,visa,4.0416E+15,F,15.78,3,17.59
2659,09-12-2021 22:44,P0441,8,visa,4.0416E+12,F,1.98,1,2.49
2660,09-12-2021 23:35,P0486,8,visa,4.0416E+12,F,6.52,3,7.89
2661,10-12-2021 01:59,P0457,6,americanexpress,3.74289E+14,T,2.02,3,2.59
2662,10-12-2021 03:25,P0049,3,visa,4.04159E+15,T,19.78,3,21.39
2663,10-12-2021 06:33,P0265,2,visa,4.04159E+12,F,19.23,1,21.19
2664,10-12-2021 07:14,P0242,6,americanexpress,3.74284E+14,F,1.6,2,1.79
2665,10-12-2021 08:12,P0541,5,visa,4.0416E+15,F,2.8,3,3.89
2666,10-12-2021 11:02,P0164,6,mastercard,5.10876E+15,F,18.98,5,20.99
2667,10-12-2021 13:26,P0642,7,mastercard,5.10875E+15,F,5.45,1,6.39
2668,10-12-2021 14:15,P0741,8,americanexpress,3.74284E+14,F,8.06,2,8.69
2669,10-12-2021 14:56,P0346,7,americanexpress,3.74288E+14,F,12.21,3,13.79
2670,10-12-2021 16:49,P0171,5,americanexpress,3.74288E+14,F,5.57,2,6.69
2671,10-12-2021 17:53,P0278,7,americanexpress,3.74289E+14,F,13.24,1,14.69
2672,10-12-2021 18:17,P0543,10,visa,4.04159E+12,F,17.45,1,18.49
2673,10-12-2021 20:14,P0533,5,americanexpress,3.74283E+14,F,1.5,1,1.69
2674,10-12-2021 20:45,P0261,5,americanexpress,3.74288E+14,F,2.43,1,3.39
2675,10-12-2021 22:16,P0548,7,mastercard,5.10875E+15,F,12.25,2,13.89
2676,10-12-2021 22:53,P0372,6,americanexpress,3.74289E+14,F,5.75,5,6.89
2677,10-12-2021 23:31,P0529,5,mastercard,5.04838E+15,T,17.59,2,18.79
2678,10-12-2021 23:58,P0382,7,visa,4.04159E+12,F,14.22,2,15.09
2679,11-12-2021 00:26,P0218,6,visa,4.0416E+15,F,8.4,2,9.39
2680,11-12-2021 05:47,P0514,4,visa,4.04159E+15,T,18.98,1,20.99
2681,11-12-2021 06:57,P0463,4,mastercard,5.04837E+15,F,12.96,3,14.59
2682,11-12-2021 09:47,P0361,8,americanexpress,3.74288E+14,F,8.85,3,10.19
2683,11-12-2021 11:06,P0200,7,americanexpress,3.74284E+14,F,19.29,2,21.19
2684,11-12-2021 19:50,P0513,3,,3.72301E+14,F,0.97,1,1.59
2685,11-12-2021 20:59,P0140,6,americanexpress,3.74284E+14,F,1.11,1,1.69
2686,11-12-2021 21:59,P0679,7,mastercard,5.10875E+15,F,10.51,1,11.59
2687,12-12-2021 00:45,P0623,6,mastercard,5.10876E+15,F,16.64,1,18.09
2688,12-12-2021 05:05,P0469,6,visa,4.0416E+15,F,0.92,3,1.59
2689,12-12-2021 05:15,P0358,4,americanexpress,3.74283E+14,F,8.86,2,10.19
2690,12-12-2021 06:53,P0222,8,americanexpress,3.74284E+14,F,16.56,2,18.09
2691,12-12-2021 12:35,P0568,7,mastercard,5.04838E+15,F,13.26,2,14.69
2692,12-12-2021 12:36,P0478,6,visa,4.04159E+15,T,18.67,1,20.59
2693,12-12-2021 13:50,P0112,7,visa,4.04159E+15,F,17.89,4,19.39
2694,12-12-2021 15:04,P0478,7,visa,4.0416E+12,F,18.67,1,20.59
2695,12-12-2021 16:54,P0293,6,visa,4.0416E+12,F,18.19,3,19.89
2696,12-12-2021 17:59,P0440,2,mastercard,5.10875E+15,T,8.88,3,10.19
2697,12-12-2021 23:07,P0279,1,mastercard,5.04838E+15,T,1.49,3,1.69
2698,13-12-2021 01:34,P0595,3,visa,4.04159E+12,F,17.58,1,18.79
2699,13-12-2021 01:45,P0276,7,mastercard,5.04838E+15,F,18.02,1,19.69
2700,13-12-2021 07:21,P0521,6,visa,4.04159E+15,F,16.37,2,17.99
2701,13-12-2021 11:34,P0511,7,visa,4.04159E+12,F,7.06,4,8.19
2702,13-12-2021 11:50,P0331,6,americanexpress,3.74288E+14,F,15.79,2,17.59
2703,13-12-2021 12:01,P0658,11,mastercard,5.10876E+15,F,2.92,3,4.09
2704,13-12-2021 12:56,P0362,4,mastercard,5.04837E+15,F,3.73,5,4.79
2705,13-12-2021 16:24,P0178,5,mastercard,5.04837E+15,F,15.78,1,17.59
2706,13-12-2021 16:43,P0521,7,mastercard,5.10875E+15,F,16.37,1,17.99
2707,13-12-2021 17:39,P0505,3,mastercard,5.04837E+15,F,3.97,1,4.89
2708,13-12-2021 22:29,P0328,5,americanexpress,3.74283E+14,F,3.18,1,4.39
2709,13-12-2021 23:25,P0432,5,,3.55637E+15,F,17.36,4,18.39
2710,14-12-2021 00:34,P0384,6,mastercard,5.04837E+15,F,4.83,1,5.19
2711,14-12-2021 02:07,P0381,5,visa,4.04159E+12,F,5.05,2,5.69
2712,14-12-2021 04:34,P0259,9,americanexpress,3.74288E+14,F,5.21,1,5.99
2713,14-12-2021 05:50,P0176,6,mastercard,5.10876E+15,F,14.46,1,15.59
2714,14-12-2021 07:58,P0478,5,americanexpress,3.74289E+14,F,18.67,3,20.59
2715,14-12-2021 10:32,P0352,7,mastercard,5.04837E+15,T,2.04,1,2.59
2716,14-12-2021 10:39,P0055,3,visa,4.0416E+12,F,4.06,3,4.89
2717,14-12-2021 12:06,P0096,7,visa,4.04159E+15,F,15.64,2,17.49
2718,14-12-2021 16:56,P0318,5,mastercard,5.04838E+15,F,6.76,2,7.99
2719,14-12-2021 19:06,P0403,4,americanexpress,3.74283E+14,F,18.82,3,20.79
2720,14-12-2021 20:26,P0739,6,visa,4.0416E+12,F,10.65,1,11.59
2721,14-12-2021 20:54,P0290,7,visa,4.0416E+12,F,18.11,2,19.79
2722,14-12-2021 21:12,P0390,11,americanexpress,3.74284E+14,F,14.31,2,15.19
2723,14-12-2021 21:33,P0399,9,visa,4.0416E+12,F,9.83,3,11.29
2724,14-12-2021 23:52,P0127,7,mastercard,5.04838E+15,F,13.91,1,14.89
2725,15-12-2021 01:28,P0446,9,visa,4.0416E+12,F,16.57,1,18.09
2726,15-12-2021 02:16,P0103,3,mastercard,5.04838E+15,F,10.61,4,11.59
2727,15-12-2021 07:40,P0426,2,visa,4.04159E+15,F,16,1,17.79
2728,15-12-2021 07:49,P0118,6,visa,4.04159E+15,F,2.82,2,3.99
2729,15-12-2021 07:52,P0336,6,mastercard,5.10875E+15,F,8.17,1,8.89
2730,15-12-2021 09:01,P0166,2,visa,4.0416E+15,F,10.88,1,11.59
2731,15-12-2021 15:58,P0575,9,visa,4.04159E+15,T,2.81,3,3.99
2732,15-12-2021 16:11,P0563,8,mastercard,5.04838E+15,F,9.86,4,11.29
2733,15-12-2021 17:33,P0541,5,visa,4.04159E+15,T,2.8,3,3.89
2734,15-12-2021 17:40,P0293,6,americanexpress,3.74288E+14,F,18.19,2,19.89
2735,15-12-2021 20:26,P0000,3,visa,4.0416E+15,F,19.02,1,20.99
2736,15-12-2021 20:48,P0079,8,americanexpress,3.74288E+14,F,0.09,3,1.09
2737,15-12-2021 22:40,P0565,4,visa,4.0416E+15,T,16.25,4,17.99
2738,16-12-2021 00:09,P0328,3,visa,4.04159E+12,F,3.18,2,4.39
2739,16-12-2021 00:58,P0728,5,visa,4.04159E+15,F,12.25,1,13.89
2740,16-12-2021 04:57,P0360,6,americanexpress,3.74288E+14,T,5.54,5,6.59
2741,16-12-2021 05:10,P0211,5,americanexpress,3.74284E+14,F,17.54,2,18.69
2742,16-12-2021 10:57,P0394,8,americanexpress,3.74288E+14,F,8.44,2,9.49
2743,16-12-2021 11:26,P0435,5,visa,4.0416E+15,F,7.88,2,8.39
2744,16-12-2021 12:47,P0347,10,mastercard,5.04838E+15,F,5.37,2,6.29
2745,16-12-2021 14:32,P0510,10,americanexpress,3.74284E+14,F,9.35,2,10.89
2746,16-12-2021 15:08,P0467,5,visa,4.04159E+12,F,4.66,1,4.99
2747,16-12-2021 16:09,P0297,4,americanexpress,3.74289E+14,F,17.82,2,19.29
2748,16-12-2021 18:12,P0468,6,americanexpress,3.74289E+14,F,13.48,2,14.79
2749,16-12-2021 20:23,P0295,8,visa,4.04159E+12,F,1.43,2,1.69
2750,16-12-2021 21:10,P0029,4,americanexpress,3.74283E+14,F,5.05,2,5.69
2751,17-12-2021 00:50,P0407,7,mastercard,5.04838E+15,F,12.35,3,13.99
2752,17-12-2021 00:59,P0435,10,americanexpress,3.74289E+14,T,7.88,1,8.39
2753,17-12-2021 02:01,P0519,6,americanexpress,3.74283E+14,F,12.45,2,14.09
2754,17-12-2021 02:50,P0567,7,americanexpress,3.74288E+14,F,1.46,2,1.69
2755,17-12-2021 06:26,P0719,7,mastercard,5.10875E+15,F,5.75,4,6.89
2756,17-12-2021 06:44,P0463,6,americanexpress,3.74283E+14,F,12.96,1,14.59
2757,17-12-2021 08:05,P0463,5,visa,4.0416E+15,F,12.96,4,14.59
2758,17-12-2021 09:51,P0374,8,visa,4.04159E+15,F,6.65,2,7.99
2759,17-12-2021 14:06,P0602,6,visa,4.04159E+12,F,15.81,1,17.59
2760,17-12-2021 15:56,P0397,8,mastercard,5.10875E+15,F,13.67,3,14.89
2761,17-12-2021 17:35,P0356,5,visa,4.0416E+12,T,2.39,5,3.29
2762,17-12-2021 18:52,P0389,5,mastercard,5.10875E+15,T,5.95,1,7.19
2763,18-12-2021 00:34,P0327,6,mastercard,5.10875E+15,T,7.13,1,8.19
2764,18-12-2021 02:02,P0324,6,mastercard,5.10876E+15,F,4.58,4,4.99
2765,18-12-2021 02:35,P0441,3,americanexpress,3.74289E+14,F,1.98,2,2.49
2766,18-12-2021 06:16,P0483,7,americanexpress,3.74284E+14,F,17.52,5,18.69
